genome_ID	azored_pa
MGYG-HGUT-02704	present
MGYG-HGUT-02705	absent
MGYG-HGUT-02706	absent
MGYG-HGUT-02707	present
MGYG-HGUT-02708	absent
MGYG-HGUT-02709	absent
MGYG-HGUT-02710	present
MGYG-HGUT-02711	present
MGYG-HGUT-02712	absent
MGYG-HGUT-02713	present
MGYG-HGUT-02714	present
MGYG-HGUT-02715	present
MGYG-HGUT-02716	absent
MGYG-HGUT-02717	present
MGYG-HGUT-02718	present
MGYG-HGUT-02719	absent
MGYG-HGUT-02720	absent
MGYG-HGUT-02721	absent
MGYG-HGUT-02722	absent
MGYG-HGUT-02723	absent
MGYG-HGUT-02724	present
MGYG-HGUT-02725	absent
MGYG-HGUT-02726	present
MGYG-HGUT-02727	absent
MGYG-HGUT-02728	present
MGYG-HGUT-02729	present
MGYG-HGUT-02730	present
MGYG-HGUT-02731	absent
MGYG-HGUT-02732	present
MGYG-HGUT-02733	present
MGYG-HGUT-02734	present
MGYG-HGUT-02735	present
MGYG-HGUT-02736	present
MGYG-HGUT-02737	absent
MGYG-HGUT-02738	absent
MGYG-HGUT-02739	present
MGYG-HGUT-02740	present
MGYG-HGUT-02741	present
MGYG-HGUT-02742	present
MGYG-HGUT-02743	present
MGYG-HGUT-02744	present
MGYG-HGUT-02745	present
MGYG-HGUT-02746	present
MGYG-HGUT-02747	present
MGYG-HGUT-02748	present
MGYG-HGUT-02749	present
MGYG-HGUT-02750	present
MGYG-HGUT-02751	present
MGYG-HGUT-02752	present
MGYG-HGUT-02753	absent
MGYG-HGUT-02754	present
MGYG-HGUT-02755	present
MGYG-HGUT-02756	absent
MGYG-HGUT-02757	present
MGYG-HGUT-02758	absent
MGYG-HGUT-02759	present
MGYG-HGUT-02760	present
MGYG-HGUT-02761	present
MGYG-HGUT-02762	present
MGYG-HGUT-02763	present
MGYG-HGUT-02764	absent
MGYG-HGUT-02765	present
MGYG-HGUT-02766	present
MGYG-HGUT-02767	absent
MGYG-HGUT-02768	absent
MGYG-HGUT-02769	absent
MGYG-HGUT-02770	absent
MGYG-HGUT-02771	absent
MGYG-HGUT-02772	absent
MGYG-HGUT-02773	absent
MGYG-HGUT-02774	present
MGYG-HGUT-02775	present
MGYG-HGUT-02776	absent
MGYG-HGUT-02777	present
MGYG-HGUT-02778	present
MGYG-HGUT-02779	absent
MGYG-HGUT-02780	absent
MGYG-HGUT-02781	present
MGYG-HGUT-02782	present
MGYG-HGUT-02783	present
MGYG-HGUT-02784	absent
MGYG-HGUT-02785	absent
MGYG-HGUT-02786	absent
MGYG-HGUT-02787	present
MGYG-HGUT-02788	absent
MGYG-HGUT-02789	present
MGYG-HGUT-02790	absent
MGYG-HGUT-02791	present
MGYG-HGUT-02792	absent
MGYG-HGUT-02793	present
MGYG-HGUT-02794	absent
MGYG-HGUT-02795	absent
MGYG-HGUT-02796	absent
MGYG-HGUT-02797	absent
MGYG-HGUT-02798	absent
MGYG-HGUT-02799	absent
MGYG-HGUT-02800	present
MGYG-HGUT-02801	absent
MGYG-HGUT-02802	absent
MGYG-HGUT-02803	absent
MGYG-HGUT-02804	absent
MGYG-HGUT-02805	absent
MGYG-HGUT-02806	present
MGYG-HGUT-02807	absent
MGYG-HGUT-02808	present
MGYG-HGUT-02809	absent
MGYG-HGUT-02810	absent
MGYG-HGUT-02811	absent
MGYG-HGUT-02812	absent
MGYG-HGUT-02813	present
MGYG-HGUT-02814	absent
MGYG-HGUT-02815	absent
MGYG-HGUT-02816	present
MGYG-HGUT-02817	present
MGYG-HGUT-02818	present
MGYG-HGUT-02819	absent
MGYG-HGUT-02820	absent
MGYG-HGUT-02821	absent
MGYG-HGUT-02822	present
MGYG-HGUT-02823	present
MGYG-HGUT-02824	present
MGYG-HGUT-02825	present
MGYG-HGUT-02826	present
MGYG-HGUT-02827	present
MGYG-HGUT-02828	present
MGYG-HGUT-02829	absent
MGYG-HGUT-02830	absent
MGYG-HGUT-02831	absent
MGYG-HGUT-02832	absent
MGYG-HGUT-02833	absent
MGYG-HGUT-02834	absent
MGYG-HGUT-02835	absent
MGYG-HGUT-02836	present
MGYG-HGUT-02837	absent
MGYG-HGUT-02838	absent
MGYG-HGUT-02839	present
MGYG-HGUT-02840	present
MGYG-HGUT-02841	absent
MGYG-HGUT-02842	present
MGYG-HGUT-02843	present
MGYG-HGUT-02844	present
MGYG-HGUT-02845	absent
MGYG-HGUT-02846	present
MGYG-HGUT-02847	present
MGYG-HGUT-02848	absent
MGYG-HGUT-02849	present
MGYG-HGUT-02850	present
MGYG-HGUT-02851	present
MGYG-HGUT-02852	present
MGYG-HGUT-02853	present
MGYG-HGUT-02854	present
MGYG-HGUT-02855	present
MGYG-HGUT-02856	present
MGYG-HGUT-02857	absent
MGYG-HGUT-02858	present
MGYG-HGUT-02859	present
MGYG-HGUT-02860	present
MGYG-HGUT-02861	present
MGYG-HGUT-02862	absent
MGYG-HGUT-02863	present
MGYG-HGUT-02864	present
MGYG-HGUT-02865	present
MGYG-HGUT-02866	present
MGYG-HGUT-02867	absent
MGYG-HGUT-02868	absent
MGYG-HGUT-02869	present
MGYG-HGUT-02870	absent
MGYG-HGUT-02871	present
MGYG-HGUT-02872	absent
MGYG-HGUT-02873	absent
MGYG-HGUT-02874	absent
MGYG-HGUT-02875	absent
MGYG-HGUT-02876	present
MGYG-HGUT-02877	present
MGYG-HGUT-02878	absent
MGYG-HGUT-02879	absent
MGYG-HGUT-02880	absent
MGYG-HGUT-02881	absent
MGYG-HGUT-02882	absent
MGYG-HGUT-02883	absent
MGYG-HGUT-02884	absent
MGYG-HGUT-02885	present
MGYG-HGUT-02886	present
MGYG-HGUT-02887	absent
MGYG-HGUT-02888	absent
MGYG-HGUT-02889	present
MGYG-HGUT-02890	present
MGYG-HGUT-02891	present
MGYG-HGUT-02892	present
MGYG-HGUT-02893	present
MGYG-HGUT-02894	absent
MGYG-HGUT-02895	absent
MGYG-HGUT-02896	absent
MGYG-HGUT-02897	absent
MGYG-HGUT-02898	present
MGYG-HGUT-02899	absent
MGYG-HGUT-02900	present
MGYG-HGUT-02901	present
MGYG-HGUT-02902	absent
MGYG-HGUT-02903	absent
MGYG-HGUT-02904	present
MGYG-HGUT-02905	absent
MGYG-HGUT-02906	absent
MGYG-HGUT-02907	present
MGYG-HGUT-02908	present
MGYG-HGUT-02909	present
MGYG-HGUT-02910	absent
MGYG-HGUT-02911	present
MGYG-HGUT-02912	absent
MGYG-HGUT-02913	absent
MGYG-HGUT-02914	absent
MGYG-HGUT-02915	absent
MGYG-HGUT-02916	present
MGYG-HGUT-02917	present
MGYG-HGUT-02918	present
MGYG-HGUT-02919	present
MGYG-HGUT-02920	absent
MGYG-HGUT-02921	present
MGYG-HGUT-02922	present
MGYG-HGUT-02923	present
MGYG-HGUT-02924	present
MGYG-HGUT-02925	absent
MGYG-HGUT-02926	absent
MGYG-HGUT-02927	present
MGYG-HGUT-02928	present
MGYG-HGUT-02929	present
MGYG-HGUT-02930	absent
MGYG-HGUT-02931	absent
MGYG-HGUT-02932	present
MGYG-HGUT-02933	present
MGYG-HGUT-02934	present
MGYG-HGUT-02935	absent
MGYG-HGUT-02936	absent
MGYG-HGUT-02937	present
MGYG-HGUT-02938	present
MGYG-HGUT-02939	present
MGYG-HGUT-02940	present
MGYG-HGUT-02941	absent
MGYG-HGUT-02942	absent
MGYG-HGUT-02943	present
MGYG-HGUT-02944	present
MGYG-HGUT-02945	absent
MGYG-HGUT-02946	absent
MGYG-HGUT-02947	present
MGYG-HGUT-02948	present
MGYG-HGUT-02949	present
MGYG-HGUT-02950	present
MGYG-HGUT-02951	absent
MGYG-HGUT-02952	absent
MGYG-HGUT-02953	absent
MGYG-HGUT-02954	present
MGYG-HGUT-02955	present
MGYG-HGUT-02956	present
MGYG-HGUT-02957	present
MGYG-HGUT-02958	present
MGYG-HGUT-02959	absent
MGYG-HGUT-02960	absent
MGYG-HGUT-02961	present
MGYG-HGUT-02962	absent
MGYG-HGUT-02963	present
MGYG-HGUT-02964	present
MGYG-HGUT-02965	absent
MGYG-HGUT-02966	absent
MGYG-HGUT-02967	present
MGYG-HGUT-02968	present
MGYG-HGUT-02969	absent
MGYG-HGUT-02970	absent
MGYG-HGUT-02971	present
MGYG-HGUT-02972	present
MGYG-HGUT-02973	present
MGYG-HGUT-02974	absent
MGYG-HGUT-02975	present
MGYG-HGUT-02976	absent
MGYG-HGUT-02977	absent
MGYG-HGUT-02978	absent
MGYG-HGUT-02979	present
MGYG-HGUT-02980	absent
MGYG-HGUT-02981	present
MGYG-HGUT-02982	present
MGYG-HGUT-02983	present
MGYG-HGUT-02984	absent
MGYG-HGUT-02985	absent
MGYG-HGUT-02986	present
MGYG-HGUT-02987	absent
MGYG-HGUT-02988	absent
MGYG-HGUT-02989	absent
MGYG-HGUT-02990	absent
MGYG-HGUT-02991	present
MGYG-HGUT-02992	absent
MGYG-HGUT-02993	present
MGYG-HGUT-02994	present
MGYG-HGUT-02995	present
MGYG-HGUT-02996	present
MGYG-HGUT-02997	present
MGYG-HGUT-02998	present
MGYG-HGUT-02999	absent
MGYG-HGUT-03000	present
MGYG-HGUT-03001	absent
MGYG-HGUT-03002	present
MGYG-HGUT-03003	absent
MGYG-HGUT-03004	present
MGYG-HGUT-03005	absent
MGYG-HGUT-03006	present
MGYG-HGUT-03007	present
MGYG-HGUT-03008	absent
MGYG-HGUT-03009	absent
MGYG-HGUT-03010	present
MGYG-HGUT-03011	present
MGYG-HGUT-03012	present
MGYG-HGUT-03013	present
MGYG-HGUT-03014	absent
MGYG-HGUT-03015	present
MGYG-HGUT-03016	present
MGYG-HGUT-03017	present
MGYG-HGUT-03018	absent
MGYG-HGUT-03019	absent
MGYG-HGUT-03020	present
MGYG-HGUT-03021	absent
MGYG-HGUT-03022	present
MGYG-HGUT-03023	present
MGYG-HGUT-03024	present
MGYG-HGUT-03025	present
MGYG-HGUT-03026	present
MGYG-HGUT-03027	absent
MGYG-HGUT-03028	present
MGYG-HGUT-03029	present
MGYG-HGUT-03030	present
MGYG-HGUT-03031	present
MGYG-HGUT-03032	present
MGYG-HGUT-03033	present
MGYG-HGUT-03034	present
MGYG-HGUT-03035	present
MGYG-HGUT-03036	present
MGYG-HGUT-03037	present
MGYG-HGUT-03038	present
MGYG-HGUT-03039	present
MGYG-HGUT-03040	absent
MGYG-HGUT-03041	present
MGYG-HGUT-03042	absent
MGYG-HGUT-03043	present
MGYG-HGUT-03044	present
MGYG-HGUT-03045	present
MGYG-HGUT-03046	present
MGYG-HGUT-03047	present
MGYG-HGUT-03048	present
MGYG-HGUT-03049	present
MGYG-HGUT-03050	absent
MGYG-HGUT-03051	present
MGYG-HGUT-03052	present
MGYG-HGUT-03053	present
MGYG-HGUT-03054	absent
MGYG-HGUT-03055	present
MGYG-HGUT-03056	absent
MGYG-HGUT-03057	present
MGYG-HGUT-03058	absent
MGYG-HGUT-03059	absent
MGYG-HGUT-03060	present
MGYG-HGUT-03061	absent
MGYG-HGUT-03062	present
MGYG-HGUT-03063	absent
MGYG-HGUT-03064	present
MGYG-HGUT-03065	absent
MGYG-HGUT-03066	present
MGYG-HGUT-03067	present
MGYG-HGUT-03068	absent
MGYG-HGUT-03069	present
MGYG-HGUT-03070	absent
MGYG-HGUT-03071	present
MGYG-HGUT-03072	present
MGYG-HGUT-03073	absent
MGYG-HGUT-03074	absent
MGYG-HGUT-03075	present
MGYG-HGUT-03076	absent
MGYG-HGUT-03077	absent
MGYG-HGUT-03078	present
MGYG-HGUT-03079	present
MGYG-HGUT-03080	absent
MGYG-HGUT-03081	present
MGYG-HGUT-03082	absent
MGYG-HGUT-03083	present
MGYG-HGUT-03084	present
MGYG-HGUT-03085	absent
MGYG-HGUT-03086	absent
MGYG-HGUT-03087	absent
MGYG-HGUT-03088	absent
MGYG-HGUT-03089	absent
MGYG-HGUT-03090	absent
MGYG-HGUT-03091	present
MGYG-HGUT-03092	present
MGYG-HGUT-03093	present
MGYG-HGUT-03094	absent
MGYG-HGUT-03095	absent
MGYG-HGUT-03096	present
MGYG-HGUT-03097	absent
MGYG-HGUT-03098	absent
MGYG-HGUT-03099	present
MGYG-HGUT-03100	present
MGYG-HGUT-03101	present
MGYG-HGUT-03102	present
MGYG-HGUT-03103	present
MGYG-HGUT-03104	absent
MGYG-HGUT-03105	present
MGYG-HGUT-03106	absent
MGYG-HGUT-03107	present
MGYG-HGUT-03108	absent
MGYG-HGUT-03109	present
MGYG-HGUT-03110	absent
MGYG-HGUT-03111	absent
MGYG-HGUT-03112	present
MGYG-HGUT-03113	present
MGYG-HGUT-03114	present
MGYG-HGUT-03115	present
MGYG-HGUT-03116	absent
MGYG-HGUT-03117	absent
MGYG-HGUT-03118	present
MGYG-HGUT-03119	present
MGYG-HGUT-03120	present
MGYG-HGUT-03121	present
MGYG-HGUT-03122	present
MGYG-HGUT-03123	present
MGYG-HGUT-03124	present
MGYG-HGUT-03125	present
MGYG-HGUT-03126	present
MGYG-HGUT-03127	present
MGYG-HGUT-03128	absent
MGYG-HGUT-03129	absent
MGYG-HGUT-03130	present
MGYG-HGUT-03131	present
MGYG-HGUT-03132	present
MGYG-HGUT-03133	present
MGYG-HGUT-03134	present
MGYG-HGUT-03135	absent
MGYG-HGUT-03136	present
MGYG-HGUT-03137	present
MGYG-HGUT-03138	present
MGYG-HGUT-03139	absent
MGYG-HGUT-03140	present
MGYG-HGUT-03141	absent
MGYG-HGUT-03142	present
MGYG-HGUT-03143	present
MGYG-HGUT-03144	present
MGYG-HGUT-03145	present
MGYG-HGUT-03146	present
MGYG-HGUT-03147	absent
MGYG-HGUT-03148	absent
MGYG-HGUT-03149	present
MGYG-HGUT-03150	absent
MGYG-HGUT-03151	absent
MGYG-HGUT-03152	absent
MGYG-HGUT-03153	present
MGYG-HGUT-03154	absent
MGYG-HGUT-03155	absent
MGYG-HGUT-03156	present
MGYG-HGUT-03157	present
MGYG-HGUT-03158	absent
MGYG-HGUT-03159	present
MGYG-HGUT-03160	absent
MGYG-HGUT-03161	absent
MGYG-HGUT-03162	absent
MGYG-HGUT-03163	absent
MGYG-HGUT-03164	present
MGYG-HGUT-03165	absent
MGYG-HGUT-03166	absent
MGYG-HGUT-03167	present
MGYG-HGUT-03168	present
MGYG-HGUT-03169	absent
MGYG-HGUT-03170	absent
MGYG-HGUT-03171	absent
MGYG-HGUT-03172	absent
MGYG-HGUT-03173	present
MGYG-HGUT-03174	present
MGYG-HGUT-03175	absent
MGYG-HGUT-03176	present
MGYG-HGUT-03177	absent
MGYG-HGUT-03178	present
MGYG-HGUT-03179	present
MGYG-HGUT-03180	present
MGYG-HGUT-03181	absent
MGYG-HGUT-03182	absent
MGYG-HGUT-03183	present
MGYG-HGUT-03184	present
MGYG-HGUT-03185	absent
MGYG-HGUT-03186	present
MGYG-HGUT-03187	present
MGYG-HGUT-03188	absent
MGYG-HGUT-03189	present
MGYG-HGUT-03190	absent
MGYG-HGUT-03191	present
MGYG-HGUT-03192	present
MGYG-HGUT-03193	absent
MGYG-HGUT-03194	absent
MGYG-HGUT-03195	absent
MGYG-HGUT-03196	present
MGYG-HGUT-03197	absent
MGYG-HGUT-03198	present
MGYG-HGUT-03199	absent
MGYG-HGUT-03200	present
MGYG-HGUT-03201	absent
MGYG-HGUT-03202	absent
MGYG-HGUT-03203	absent
MGYG-HGUT-03204	present
MGYG-HGUT-03205	absent
MGYG-HGUT-03206	present
MGYG-HGUT-03207	absent
MGYG-HGUT-03208	present
MGYG-HGUT-03209	present
MGYG-HGUT-03210	absent
MGYG-HGUT-03211	absent
MGYG-HGUT-03212	present
MGYG-HGUT-03213	absent
MGYG-HGUT-03214	present
MGYG-HGUT-03215	absent
MGYG-HGUT-03216	absent
MGYG-HGUT-03217	absent
MGYG-HGUT-03218	absent
MGYG-HGUT-03219	absent
MGYG-HGUT-03220	absent
MGYG-HGUT-03221	absent
MGYG-HGUT-03222	absent
MGYG-HGUT-03223	absent
MGYG-HGUT-03224	absent
MGYG-HGUT-03225	present
MGYG-HGUT-03226	present
MGYG-HGUT-03227	present
MGYG-HGUT-03228	present
MGYG-HGUT-03229	present
MGYG-HGUT-03230	absent
MGYG-HGUT-03231	present
MGYG-HGUT-03232	present
MGYG-HGUT-03233	present
MGYG-HGUT-03234	present
MGYG-HGUT-03235	absent
MGYG-HGUT-03236	present
MGYG-HGUT-03237	present
MGYG-HGUT-03238	absent
MGYG-HGUT-03239	present
MGYG-HGUT-03240	present
MGYG-HGUT-03241	absent
MGYG-HGUT-03242	absent
MGYG-HGUT-03243	absent
MGYG-HGUT-03244	present
MGYG-HGUT-03245	absent
MGYG-HGUT-03246	absent
MGYG-HGUT-03247	present
MGYG-HGUT-03248	absent
MGYG-HGUT-03249	absent
MGYG-HGUT-03250	absent
MGYG-HGUT-03251	absent
MGYG-HGUT-03252	present
MGYG-HGUT-03253	absent
MGYG-HGUT-03254	absent
MGYG-HGUT-03255	absent
MGYG-HGUT-03256	absent
MGYG-HGUT-03257	absent
MGYG-HGUT-03258	absent
MGYG-HGUT-03259	present
MGYG-HGUT-03260	present
MGYG-HGUT-03261	present
MGYG-HGUT-03262	absent
MGYG-HGUT-03263	absent
MGYG-HGUT-03264	absent
MGYG-HGUT-03265	present
MGYG-HGUT-03266	present
MGYG-HGUT-03267	absent
MGYG-HGUT-03268	absent
MGYG-HGUT-03269	absent
MGYG-HGUT-03270	present
MGYG-HGUT-03271	absent
MGYG-HGUT-03272	present
MGYG-HGUT-03273	absent
MGYG-HGUT-03274	present
MGYG-HGUT-03275	present
MGYG-HGUT-03276	present
MGYG-HGUT-03277	present
MGYG-HGUT-03278	absent
MGYG-HGUT-03279	absent
MGYG-HGUT-03280	absent
MGYG-HGUT-03281	absent
MGYG-HGUT-03282	present
MGYG-HGUT-03283	absent
MGYG-HGUT-03284	absent
MGYG-HGUT-03285	absent
MGYG-HGUT-03286	present
MGYG-HGUT-03287	absent
MGYG-HGUT-03288	present
MGYG-HGUT-03289	absent
MGYG-HGUT-03290	absent
MGYG-HGUT-03291	absent
MGYG-HGUT-03292	absent
MGYG-HGUT-03293	present
MGYG-HGUT-03294	absent
MGYG-HGUT-03295	absent
MGYG-HGUT-03296	absent
MGYG-HGUT-03297	absent
MGYG-HGUT-03298	absent
MGYG-HGUT-03299	absent
MGYG-HGUT-03300	absent
MGYG-HGUT-03301	absent
MGYG-HGUT-03302	absent
MGYG-HGUT-03303	present
MGYG-HGUT-03304	absent
MGYG-HGUT-03305	absent
MGYG-HGUT-03306	absent
MGYG-HGUT-03307	absent
MGYG-HGUT-03308	absent
MGYG-HGUT-03309	absent
MGYG-HGUT-03310	absent
MGYG-HGUT-03311	absent
MGYG-HGUT-03312	present
MGYG-HGUT-03313	absent
MGYG-HGUT-03314	present
MGYG-HGUT-03315	present
MGYG-HGUT-03316	absent
MGYG-HGUT-03317	present
MGYG-HGUT-03318	present
MGYG-HGUT-03319	absent
MGYG-HGUT-03320	present
MGYG-HGUT-03321	absent
MGYG-HGUT-03322	present
MGYG-HGUT-03323	absent
MGYG-HGUT-03324	absent
MGYG-HGUT-03325	present
MGYG-HGUT-03326	absent
MGYG-HGUT-03327	present
MGYG-HGUT-03328	present
MGYG-HGUT-03329	absent
MGYG-HGUT-03330	present
MGYG-HGUT-03331	present
MGYG-HGUT-03332	absent
MGYG-HGUT-03333	absent
MGYG-HGUT-03334	present
MGYG-HGUT-03335	absent
MGYG-HGUT-03336	present
MGYG-HGUT-03337	absent
MGYG-HGUT-03338	present
MGYG-HGUT-03339	present
MGYG-HGUT-03340	present
MGYG-HGUT-03341	present
MGYG-HGUT-03342	present
MGYG-HGUT-03343	present
MGYG-HGUT-03344	present
MGYG-HGUT-03345	absent
MGYG-HGUT-03346	present
MGYG-HGUT-03347	absent
MGYG-HGUT-03348	present
MGYG-HGUT-03349	present
MGYG-HGUT-03350	absent
MGYG-HGUT-03351	absent
MGYG-HGUT-03352	present
MGYG-HGUT-03353	absent
MGYG-HGUT-03354	absent
MGYG-HGUT-03355	present
MGYG-HGUT-03356	present
MGYG-HGUT-03357	absent
MGYG-HGUT-03358	present
MGYG-HGUT-03359	present
MGYG-HGUT-03360	present
MGYG-HGUT-03361	present
MGYG-HGUT-03362	present
MGYG-HGUT-03363	present
MGYG-HGUT-03364	present
MGYG-HGUT-03365	present
MGYG-HGUT-03366	absent
MGYG-HGUT-03367	present
MGYG-HGUT-03368	absent
MGYG-HGUT-03369	present
MGYG-HGUT-03370	present
MGYG-HGUT-03371	absent
MGYG-HGUT-03372	present
MGYG-HGUT-03373	present
MGYG-HGUT-03374	absent
MGYG-HGUT-03375	present
MGYG-HGUT-03376	absent
MGYG-HGUT-03377	present
MGYG-HGUT-03378	present
MGYG-HGUT-03379	present
MGYG-HGUT-03380	present
MGYG-HGUT-03381	present
MGYG-HGUT-03382	present
MGYG-HGUT-03383	absent
MGYG-HGUT-03384	present
MGYG-HGUT-03385	absent
MGYG-HGUT-03386	present
MGYG-HGUT-03387	present
MGYG-HGUT-03388	present
MGYG-HGUT-03389	present
MGYG-HGUT-03390	present
MGYG-HGUT-03391	present
MGYG-HGUT-03392	present
MGYG-HGUT-03393	present
MGYG-HGUT-03394	present
MGYG-HGUT-03395	present
MGYG-HGUT-03396	present
MGYG-HGUT-03397	absent
MGYG-HGUT-03398	absent
MGYG-HGUT-03399	present
MGYG-HGUT-03400	present
MGYG-HGUT-03401	present
MGYG-HGUT-03402	present
MGYG-HGUT-03403	present
MGYG-HGUT-03404	present
MGYG-HGUT-03405	present
MGYG-HGUT-03406	present
MGYG-HGUT-03407	present
MGYG-HGUT-03408	absent
MGYG-HGUT-03409	absent
MGYG-HGUT-03410	absent
MGYG-HGUT-03411	absent
MGYG-HGUT-03412	absent
MGYG-HGUT-03413	absent
MGYG-HGUT-03414	present
MGYG-HGUT-03415	absent
MGYG-HGUT-03416	present
MGYG-HGUT-03417	present
MGYG-HGUT-03418	present
MGYG-HGUT-03419	present
MGYG-HGUT-03420	absent
MGYG-HGUT-03421	present
MGYG-HGUT-03422	absent
MGYG-HGUT-03423	absent
MGYG-HGUT-03424	absent
MGYG-HGUT-03425	absent
MGYG-HGUT-03426	absent
MGYG-HGUT-03427	absent
MGYG-HGUT-03428	absent
MGYG-HGUT-03429	absent
MGYG-HGUT-03430	absent
MGYG-HGUT-03431	absent
MGYG-HGUT-03432	present
MGYG-HGUT-03433	absent
MGYG-HGUT-03434	present
MGYG-HGUT-03435	absent
MGYG-HGUT-03436	absent
MGYG-HGUT-03437	absent
MGYG-HGUT-03438	present
MGYG-HGUT-03439	absent
MGYG-HGUT-03440	present
MGYG-HGUT-03441	absent
MGYG-HGUT-03442	absent
MGYG-HGUT-03443	absent
MGYG-HGUT-03444	absent
MGYG-HGUT-03445	absent
MGYG-HGUT-03446	absent
MGYG-HGUT-03447	absent
MGYG-HGUT-03448	absent
MGYG-HGUT-03449	present
MGYG-HGUT-03450	absent
MGYG-HGUT-03451	present
MGYG-HGUT-03452	absent
MGYG-HGUT-03453	absent
MGYG-HGUT-03454	absent
MGYG-HGUT-03455	absent
MGYG-HGUT-03456	absent
MGYG-HGUT-03457	absent
MGYG-HGUT-03458	absent
MGYG-HGUT-03459	absent
MGYG-HGUT-03460	absent
MGYG-HGUT-03461	absent
MGYG-HGUT-03462	present
MGYG-HGUT-03463	present
MGYG-HGUT-03464	absent
MGYG-HGUT-03465	absent
MGYG-HGUT-03466	absent
MGYG-HGUT-03467	absent
MGYG-HGUT-03468	absent
MGYG-HGUT-03469	absent
MGYG-HGUT-03470	absent
MGYG-HGUT-03471	absent
MGYG-HGUT-03472	absent
MGYG-HGUT-03473	present
MGYG-HGUT-03474	present
MGYG-HGUT-03475	absent
MGYG-HGUT-03476	present
MGYG-HGUT-03477	present
MGYG-HGUT-03478	absent
MGYG-HGUT-03479	absent
MGYG-HGUT-03480	absent
MGYG-HGUT-03481	absent
MGYG-HGUT-03482	present
MGYG-HGUT-03483	absent
MGYG-HGUT-03484	absent
MGYG-HGUT-03485	absent
MGYG-HGUT-03486	absent
MGYG-HGUT-03487	present
MGYG-HGUT-03488	absent
MGYG-HGUT-03489	absent
MGYG-HGUT-03490	present
MGYG-HGUT-03491	absent
MGYG-HGUT-03492	absent
MGYG-HGUT-03493	absent
MGYG-HGUT-03494	present
MGYG-HGUT-03495	absent
MGYG-HGUT-03496	absent
MGYG-HGUT-03497	absent
MGYG-HGUT-03498	absent
MGYG-HGUT-03499	absent
MGYG-HGUT-03500	absent
MGYG-HGUT-03501	absent
MGYG-HGUT-03502	absent
MGYG-HGUT-03503	absent
MGYG-HGUT-03504	absent
MGYG-HGUT-03505	absent
MGYG-HGUT-03506	absent
MGYG-HGUT-03507	absent
MGYG-HGUT-03508	absent
MGYG-HGUT-03509	absent
MGYG-HGUT-03510	absent
MGYG-HGUT-03511	absent
MGYG-HGUT-03512	absent
MGYG-HGUT-03513	absent
MGYG-HGUT-03514	present
MGYG-HGUT-03515	absent
MGYG-HGUT-03516	present
MGYG-HGUT-03517	present
MGYG-HGUT-03518	absent
MGYG-HGUT-03519	absent
MGYG-HGUT-03520	present
MGYG-HGUT-03521	present
MGYG-HGUT-03522	absent
MGYG-HGUT-03523	absent
MGYG-HGUT-03524	absent
MGYG-HGUT-03525	absent
MGYG-HGUT-03526	absent
MGYG-HGUT-03527	present
MGYG-HGUT-03528	absent
MGYG-HGUT-03529	absent
MGYG-HGUT-03530	absent
MGYG-HGUT-03531	absent
MGYG-HGUT-03532	absent
MGYG-HGUT-03533	present
MGYG-HGUT-03534	absent
MGYG-HGUT-03535	present
MGYG-HGUT-03536	absent
MGYG-HGUT-03537	absent
MGYG-HGUT-03538	absent
MGYG-HGUT-03539	absent
MGYG-HGUT-03540	absent
MGYG-HGUT-03541	absent
MGYG-HGUT-03542	absent
MGYG-HGUT-03543	absent
MGYG-HGUT-03544	absent
MGYG-HGUT-03545	absent
MGYG-HGUT-03546	absent
MGYG-HGUT-03547	absent
MGYG-HGUT-03548	absent
MGYG-HGUT-03549	absent
MGYG-HGUT-03550	absent
MGYG-HGUT-03551	absent
MGYG-HGUT-03552	absent
MGYG-HGUT-03553	absent
MGYG-HGUT-03554	present
MGYG-HGUT-03555	present
MGYG-HGUT-03556	absent
MGYG-HGUT-03557	absent
MGYG-HGUT-03558	absent
MGYG-HGUT-03559	absent
MGYG-HGUT-03560	absent
MGYG-HGUT-03561	absent
MGYG-HGUT-03562	absent
MGYG-HGUT-03563	absent
MGYG-HGUT-03564	present
MGYG-HGUT-03565	absent
MGYG-HGUT-03566	absent
MGYG-HGUT-03567	present
MGYG-HGUT-03568	absent
MGYG-HGUT-03569	absent
MGYG-HGUT-03570	absent
MGYG-HGUT-03571	absent
MGYG-HGUT-03572	absent
MGYG-HGUT-03573	absent
MGYG-HGUT-03574	absent
MGYG-HGUT-03575	absent
MGYG-HGUT-03576	absent
MGYG-HGUT-03577	absent
MGYG-HGUT-03578	absent
MGYG-HGUT-03579	absent
MGYG-HGUT-03580	absent
MGYG-HGUT-03581	absent
MGYG-HGUT-03582	absent
MGYG-HGUT-03583	absent
MGYG-HGUT-03584	absent
MGYG-HGUT-03585	present
MGYG-HGUT-03586	present
MGYG-HGUT-03587	absent
MGYG-HGUT-03588	absent
MGYG-HGUT-03589	present
MGYG-HGUT-03590	present
MGYG-HGUT-03591	absent
MGYG-HGUT-03592	present
MGYG-HGUT-03593	absent
MGYG-HGUT-03594	absent
MGYG-HGUT-03595	absent
MGYG-HGUT-03596	absent
MGYG-HGUT-03597	absent
MGYG-HGUT-03598	absent
MGYG-HGUT-03599	absent
MGYG-HGUT-03600	present
MGYG-HGUT-03601	absent
MGYG-HGUT-03602	absent
MGYG-HGUT-03603	absent
MGYG-HGUT-03604	absent
